INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2021-04-25T20:00:00-00:00,2021-04-25T21:00:00-00:00,2021-04-25,14,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,32.18499,6
2021-04-25T22:00:00-00:00,2021-04-25T23:00:00-00:00,2021-04-25,16,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,27.40476,6
2021-04-25T07:00:00-00:00,2021-04-25T08:00:00-00:00,2021-04-25,1,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,38.12638,6
2021-04-25T23:00:00-00:00,2021-04-26T00:00:00-00:00,2021-04-25,17,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,25.93926,6
2021-04-25T19:00:00-00:00,2021-04-25T20:00:00-00:00,2021-04-25,13,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,32.43282,6
2021-04-25T16:00:00-00:00,2021-04-25T17:00:00-00:00,2021-04-25,10,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,35.89013,6
2021-04-25T17:00:00-00:00,2021-04-25T18:00:00-00:00,2021-04-25,11,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,34.31837,6
2021-04-25T11:00:00-00:00,2021-04-25T12:00:00-00:00,2021-04-25,5,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,35.96137,6
2021-04-25T12:00:00-00:00,2021-04-25T13:00:00-00:00,2021-04-25,6,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,39.82912,6
2021-04-25T09:00:00-00:00,2021-04-25T10:00:00-00:00,2021-04-25,3,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,35.74898,6
2021-04-25T08:00:00-00:00,2021-04-25T09:00:00-00:00,2021-04-25,2,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,36.05445,6
2021-04-25T18:00:00-00:00,2021-04-25T19:00:00-00:00,2021-04-25,12,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,34.10285,6
2021-04-25T21:00:00-00:00,2021-04-25T22:00:00-00:00,2021-04-25,15,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,31.59041,6
2021-04-25T15:00:00-00:00,2021-04-25T16:00:00-00:00,2021-04-25,9,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,40.74078,6
2021-04-25T13:00:00-00:00,2021-04-25T14:00:00-00:00,2021-04-25,7,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,40.93186,6
2021-04-25T14:00:00-00:00,2021-04-25T15:00:00-00:00,2021-04-25,8,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,37.29633,6
2021-04-25T16:00:00-00:00,2021-04-25T17:00:00-00:00,2021-04-25,10,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,10.34589,7
2021-04-25T13:00:00-00:00,2021-04-25T14:00:00-00:00,2021-04-25,7,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,7
2021-04-25T22:00:00-00:00,2021-04-25T23:00:00-00:00,2021-04-25,16,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,8.85959,7
2021-04-25T18:00:00-00:00,2021-04-25T19:00:00-00:00,2021-04-25,12,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,16.38287,7
2021-04-25T15:00:00-00:00,2021-04-25T16:00:00-00:00,2021-04-25,9,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,8.47156,7
2021-04-25T10:00:00-00:00,2021-04-25T11:00:00-00:00,2021-04-25,4,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,7
2021-04-25T23:00:00-00:00,2021-04-26T00:00:00-00:00,2021-04-25,17,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,6.47151,7
2021-04-25T17:00:00-00:00,2021-04-25T18:00:00-00:00,2021-04-25,11,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,14.00803,7
2021-04-25T19:00:00-00:00,2021-04-25T20:00:00-00:00,2021-04-25,13,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,16.39805,7
2021-04-25T14:00:00-00:00,2021-04-25T15:00:00-00:00,2021-04-25,8,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,3.86617,7
2021-04-25T20:00:00-00:00,2021-04-25T21:00:00-00:00,2021-04-25,14,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,17.20191,7
2021-04-25T11:00:00-00:00,2021-04-25T12:00:00-00:00,2021-04-25,5,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,7
2021-04-25T09:00:00-00:00,2021-04-25T10:00:00-00:00,2021-04-25,3,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,7
2021-04-25T08:00:00-00:00,2021-04-25T09:00:00-00:00,2021-04-25,2,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,7
2021-04-25T07:00:00-00:00,2021-04-25T08:00:00-00:00,2021-04-25,1,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,7
2021-04-25T21:00:00-00:00,2021-04-25T22:00:00-00:00,2021-04-25,15,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,16.40442,7
2021-04-25T12:00:00-00:00,2021-04-25T13:00:00-00:00,2021-04-25,6,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,7
2021-04-25T13:00:00-00:00,2021-04-25T14:00:00-00:00,2021-04-25,7,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,40.40657,8
2021-04-25T14:00:00-00:00,2021-04-25T15:00:00-00:00,2021-04-25,8,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,32.77789,8
2021-04-25T18:00:00-00:00,2021-04-25T19:00:00-00:00,2021-04-25,12,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,17.4272,8
2021-04-25T10:00:00-00:00,2021-04-25T11:00:00-00:00,2021-04-25,4,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,34.77,8
2021-04-25T23:00:00-00:00,2021-04-26T00:00:00-00:00,2021-04-25,17,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,18.98737,8
2021-04-25T09:00:00-00:00,2021-04-25T10:00:00-00:00,2021-04-25,3,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,35.62074,8
2021-04-25T07:00:00-00:00,2021-04-25T08:00:00-00:00,2021-04-25,1,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,37.85007,8
2021-04-25T12:00:00-00:00,2021-04-25T13:00:00-00:00,2021-04-25,6,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,39.54047,8
2021-04-25T17:00:00-00:00,2021-04-25T18:00:00-00:00,2021-04-25,11,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,19.95906,8
2021-04-25T16:00:00-00:00,2021-04-25T17:00:00-00:00,2021-04-25,10,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,25.07779,8
2021-04-25T21:00:00-00:00,2021-04-25T22:00:00-00:00,2021-04-25,15,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,14.91015,8
2021-04-25T11:00:00-00:00,2021-04-25T12:00:00-00:00,2021-04-25,5,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,35.78958,8
2021-04-25T15:00:00-00:00,2021-04-25T16:00:00-00:00,2021-04-25,9,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,31.72357,8
2021-04-25T19:00:00-00:00,2021-04-25T20:00:00-00:00,2021-04-25,13,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,15.79002,8
2021-04-25T20:00:00-00:00,2021-04-25T21:00:00-00:00,2021-04-25,14,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,14.73118,8
2021-04-25T22:00:00-00:00,2021-04-25T23:00:00-00:00,2021-04-25,16,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,18.11759,8
2021-04-25T08:00:00-00:00,2021-04-25T09:00:00-00:00,2021-04-25,2,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,35.82517,8
2021-04-25T13:00:00-00:00,2021-04-25T14:00:00-00:00,2021-04-25,7,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.52529,9
2021-04-25T14:00:00-00:00,2021-04-25T15:00:00-00:00,2021-04-25,8,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.65228,9
2021-04-25T22:00:00-00:00,2021-04-25T23:00:00-00:00,2021-04-25,16,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.42758,9
2021-04-25T15:00:00-00:00,2021-04-25T16:00:00-00:00,2021-04-25,9,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.54565,9
2021-04-25T23:00:00-00:00,2021-04-26T00:00:00-00:00,2021-04-25,17,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.48038,9
2021-04-25T19:00:00-00:00,2021-04-25T20:00:00-00:00,2021-04-25,13,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.24475,9
2021-04-25T10:00:00-00:00,2021-04-25T11:00:00-00:00,2021-04-25,4,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.0,9
2021-04-25T12:00:00-00:00,2021-04-25T13:00:00-00:00,2021-04-25,6,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.28865,9
2021-04-25T18:00:00-00:00,2021-04-25T19:00:00-00:00,2021-04-25,12,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.29278,9
2021-04-25T09:00:00-00:00,2021-04-25T10:00:00-00:00,2021-04-25,3,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.12823,9
2021-04-25T08:00:00-00:00,2021-04-25T09:00:00-00:00,2021-04-25,2,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.22928,9
2021-04-25T07:00:00-00:00,2021-04-25T08:00:00-00:00,2021-04-25,1,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.27631,9
2021-04-25T16:00:00-00:00,2021-04-25T17:00:00-00:00,2021-04-25,10,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.46645,9
2021-04-25T11:00:00-00:00,2021-04-25T12:00:00-00:00,2021-04-25,5,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.17179,9
2021-04-25T21:00:00-00:00,2021-04-25T22:00:00-00:00,2021-04-25,15,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.27584,9
2021-04-25T20:00:00-00:00,2021-04-25T21:00:00-00:00,2021-04-25,14,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.2519,9
2021-04-25T17:00:00-00:00,2021-04-25T18:00:00-00:00,2021-04-25,11,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.35128,9
2021-04-25T12:00:00-00:00,2021-04-25T13:00:00-00:00,2021-04-25,6,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T22:00:00-00:00,2021-04-25T23:00:00-00:00,2021-04-25,16,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T08:00:00-00:00,2021-04-25T09:00:00-00:00,2021-04-25,2,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T18:00:00-00:00,2021-04-25T19:00:00-00:00,2021-04-25,12,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T21:00:00-00:00,2021-04-25T22:00:00-00:00,2021-04-25,15,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T17:00:00-00:00,2021-04-25T18:00:00-00:00,2021-04-25,11,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T13:00:00-00:00,2021-04-25T14:00:00-00:00,2021-04-25,7,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T19:00:00-00:00,2021-04-25T20:00:00-00:00,2021-04-25,13,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T16:00:00-00:00,2021-04-25T17:00:00-00:00,2021-04-25,10,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T07:00:00-00:00,2021-04-25T08:00:00-00:00,2021-04-25,1,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T20:00:00-00:00,2021-04-25T21:00:00-00:00,2021-04-25,14,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T14:00:00-00:00,2021-04-25T15:00:00-00:00,2021-04-25,8,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T11:00:00-00:00,2021-04-25T12:00:00-00:00,2021-04-25,5,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T23:00:00-00:00,2021-04-26T00:00:00-00:00,2021-04-25,17,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T10:00:00-00:00,2021-04-25T11:00:00-00:00,2021-04-25,4,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T15:00:00-00:00,2021-04-25T16:00:00-00:00,2021-04-25,9,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-25T09:00:00-00:00,2021-04-25T10:00:00-00:00,2021-04-25,3,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MGHG,LMP_GHG_PRC,HOLLISTR_1_N101,ALL,1,0.0,10
2021-04-26T04:00:00-00:00,2021-04-26T05:00:00-00:00,2021-04-25,22,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,44.74789,1
2021-04-26T06:00:00-00:00,2021-04-26T07:00:00-00:00,2021-04-25,24,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,36.47328,1
2021-04-26T01:00:00-00:00,2021-04-26T02:00:00-00:00,2021-04-25,19,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,48.91145,1
2021-04-26T02:00:00-00:00,2021-04-26T03:00:00-00:00,2021-04-25,20,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,48.44743,1
2021-04-26T00:00:00-00:00,2021-04-26T01:00:00-00:00,2021-04-25,18,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,39.31274,1
2021-04-26T03:00:00-00:00,2021-04-26T04:00:00-00:00,2021-04-25,21,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,46.52619,1
2021-04-26T05:00:00-00:00,2021-04-26T06:00:00-00:00,2021-04-25,23,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,LMP,LMP_PRC,HOLLISTR_1_N101,ALL,1,42.14674,1
2021-04-26T05:00:00-00:00,2021-04-26T06:00:00-00:00,2021-04-25,23,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,2
2021-04-26T01:00:00-00:00,2021-04-26T02:00:00-00:00,2021-04-25,19,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,2
2021-04-26T03:00:00-00:00,2021-04-26T04:00:00-00:00,2021-04-25,21,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,2
2021-04-26T06:00:00-00:00,2021-04-26T07:00:00-00:00,2021-04-25,24,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,2
2021-04-26T02:00:00-00:00,2021-04-26T03:00:00-00:00,2021-04-25,20,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,2
2021-04-26T04:00:00-00:00,2021-04-26T05:00:00-00:00,2021-04-25,22,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,0.0,2
2021-04-26T00:00:00-00:00,2021-04-26T01:00:00-00:00,2021-04-25,18,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCC,LMP_CONG_PRC,HOLLISTR_1_N101,ALL,1,3.70158,2
2021-04-26T06:00:00-00:00,2021-04-26T07:00:00-00:00,2021-04-25,24,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,36.48423,3
2021-04-26T02:00:00-00:00,2021-04-26T03:00:00-00:00,2021-04-25,20,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,48.20639,3
2021-04-26T05:00:00-00:00,2021-04-26T06:00:00-00:00,2021-04-25,23,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,41.97046,3
2021-04-26T00:00:00-00:00,2021-04-26T01:00:00-00:00,2021-04-25,18,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,34.84458,3
2021-04-26T03:00:00-00:00,2021-04-26T04:00:00-00:00,2021-04-25,21,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,46.45187,3
2021-04-26T01:00:00-00:00,2021-04-26T02:00:00-00:00,2021-04-25,19,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,48.2933,3
2021-04-26T04:00:00-00:00,2021-04-26T05:00:00-00:00,2021-04-25,22,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCE,LMP_ENE_PRC,HOLLISTR_1_N101,ALL,1,44.70319,3
2021-04-26T01:00:00-00:00,2021-04-26T02:00:00-00:00,2021-04-25,19,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.61815,4
2021-04-26T00:00:00-00:00,2021-04-26T01:00:00-00:00,2021-04-25,18,0,HOLLISTR_1_N101,HOLLISTR_1_N101,HOLLISTR_1_N101,DAM,MCL,LMP_LOSS_PRC,HOLLISTR_1_N101,ALL,1,0.76658,4
